3216010,3216,SETU
3216021,3216,SERANG BARU
3216022,3216,CIKARANG PUSAT
3216023,3216,CIKARANG SELATAN
3216030,3216,CIBARUSAH
3216031,3216,BOJONGMANGU
3216041,3216,CIKARANG TIMUR
3216050,3216,KEDUNGWARINGIN
3216061,3216,CIKARANG UTARA
3216062,3216,KARANGBAHAGIA
3216070,3216,CIBITUNG
3216071,3216,CIKARANG BARAT
3216081,3216,TAMBUN SELATAN
3216082,3216,TAMBUN UTARA
3216090,3216,BABELAN
3216100,3216,TARUMAJAYA
3216110,3216,TAMBELANG
3216111,3216,SUKAWANGI
3216120,3216,SUKATANI
3216121,3216,SUKAKARYA
3216130,3216,PEBAYURAN
3216140,3216,CABANGBUNGIN
3216150,3216,MUARA GEMBONG
