1211130001,1211130,RUMAMIS
1211130002,1211130,SEMANGAT
1211130003,1211130,SINAMAN
1211130004,1211130,TALIMBARU
1211130005,1211130,PERTUMBUKEN
1211130006,1211130,BULAN JULU
1211130007,1211130,BULAN JAHE
1211130008,1211130,SUKANALU
1211130009,1211130,SUKAJULU
1211130010,1211130,BARUSJAHE
1211130011,1211130,SERDANG
1211130012,1211130,PENAMPEN
1211130013,1211130,SARIMANIS
1211130014,1211130,TENGKIDIK
1211130015,1211130,PARIBUN
1211130016,1211130,PERSADANTA
1211130017,1211130,SIKAP
1211130018,1211130,TANJUNG BARUS
1211130019,1211130,BARUSJULU
