1107060007,1107060,SUAK SEUMASEH
1107060008,1107060,SUAK GEUDUBANG
1107060009,1107060,SUAK PANTE BREUH
1107060010,1107060,SUAK SEUKEE
1107060011,1107060,SUAK PANDAN
1107060012,1107060,LHOK BUBON
1107060013,1107060,GAMPONG COT
1107060014,1107060,GAMPONG TEUNGOH
1107060015,1107060,KUALA BUBON
1107060016,1107060,SUAK TIMAH
1107060017,1107060,COT DARAT
1107060018,1107060,PUCOK LUENG
1107060019,1107060,ALUE RAYA
1107060020,1107060,COT PLUH
1107060021,1107060,COT MESJID
1107060022,1107060,COT SEULAMAT
1107060023,1107060,COT SEUMEURENG
1107060024,1107060,PAYA LUMPAT
1107060025,1107060,UJONG NGA
1107060026,1107060,GAMPONG LADANG
1107060027,1107060,COT LAMPISE
1107060028,1107060,PINEM
1107060029,1107060,RANGKILEH
1107060030,1107060,COT AMUN
1107060031,1107060,REUSAK
1107060032,1107060,DEUAH
1107060033,1107060,MESJID BARO
1107060034,1107060,LEUKEUN
1107060035,1107060,LUBOK
1107060036,1107060,KRUENG TINGGAI
1107060037,1107060,PANGE
1107060038,1107060,KEUREUSENG
