6209100001,6209100,TUMBANG MANDUREI
6209100002,6209100,TUMBANG PAKU
6209100005,6209100,RANGAN SURAI
6209100006,6209100,TUMBANG HIRAN
6209100007,6209100,TUMBANG PAHANEI
6209100008,6209100,TUMBANG DAKEI
6209100009,6209100,RANGAN BURIH
6209100010,6209100,TUMBANG BEMBAN
6209100011,6209100,TUMBANG LAMBI
6209100012,6209100,RANGAN TANGKO
6209100013,6209100,TUMBANG TAEI
6209100014,6209100,TUMBANG MALAMAN
6209100015,6209100,SEBAUNG
6209100016,6209100,TUMBANG TUNDU
6209100017,6209100,TUMBANG TABULUS
6209100018,6209100,BATU PANAHAN
