1503060001,1503060,GURUN MUDO
1503060002,1503060,GURUN TUO
1503060003,1503060,SIMPANG GURUN TUO
1503060004,1503060,PEMUSIRAN
1503060005,1503060,RANGKILING SIMPANG
1503060006,1503060,RANGKILING
1503060007,1503060,MANDIANGIN TUO
1503060008,1503060,MANDIANGIN
1503060009,1503060,DESA TAMAN DEWA
1503060010,1503060,SIMPANG KERTOPATI
1503060011,1503060,KERTO PATI
1503060012,1503060,MUARA KETALO
1503060013,1503060,BUKIT PERANGINAN
1503060014,1503060,PETIDURAN BARU
1503060015,1503060,GURUH BARU
1503060016,1503060,SUNGAI BUTANG
1503060017,1503060,BUTANG BARU
1503060018,1503060,MERANTIH BARU
1503060019,1503060,JATI BARU
1503060020,1503060,TALANG SERDANG
1503060021,1503060,GURUN BARU
1503060022,1503060,MANDIANGIN PASAR
1503060023,1503060,KUTE JAYE
1503060024,1503060,SUNGAI ROTAN
1503060025,1503060,SUKA MAJU
1503060026,1503060,MERANTI JAYA
1503060027,1503060,JERNANG BARU
1503060028,1503060,JATI BARU MUDO
