1408030001,1408030,TANJUNG KAPAL
1408030002,1408030,BATU PANJANG
1408030003,1408030,TERKUL
1408030004,1408030,PERGAM
1408030005,1408030,TELUK LECAH
1408030006,1408030,SEI CINGAM
1408030007,1408030,PANGKALAN NYIRIH
1408030008,1408030,HUTAN PANJANG
1408030014,1408030,MAKERUH
1408030015,1408030,SUKARJO MESIM
1408030016,1408030,PARIT KEBUMEN
1408030017,1408030,DARUL AMAN
1408030018,1408030,SRI TANJUNG
1408030019,1408030,PANCUR JAYA
1408030020,1408030,PANGKALAN PINANG
1408030021,1408030,DUNGUN BARU
